"Statistic Label","CensusYear","General Health","Sex","County and City","Age Group","UNIT","VALUE"
"Population","2022","General health - Good","Female","Kilkenny","25 - 29 years","Number","698"
"Population","2022","General health - Good","Female","Kilkenny","30 - 34 years","Number","886"
"Population","2022","General health - Good","Female","Kilkenny","35 - 39 years","Number","1254"
"Population","2022","General health - Good","Female","Kilkenny","40 - 44 years","Number","1403"
"Population","2022","General health - Good","Female","Kilkenny","45 - 49 years","Number","1386"
"Population","2022","General health - Good","Female","Kilkenny","50 - 54 years","Number","1287"
"Population","2022","General health - Good","Female","Kilkenny","55 - 59 years","Number","1297"
"Population","2022","General health - Good","Female","Kilkenny","60 - 64 years","Number","1272"
"Population","2022","General health - Good","Female","Kilkenny","65 - 69 years","Number","1216"
"Population","2022","General health - Good","Female","Kilkenny","70 - 74 years","Number","1000"
"Population","2022","General health - Good","Female","Kilkenny","75 - 79 years","Number","840"
"Population","2022","General health - Good","Female","Kilkenny","80 - 84 years","Number","449"
"Population","2022","General health - Good","Female","Kilkenny","85 years and over","Number","413"
"Population","2022","General health - Good","Female","Kerry","All ages","Number","25193"
"Population","2022","General health - Good","Female","Kerry","0 - 4 years","Number","462"
"Population","2022","General health - Good","Female","Kerry","5 - 9 years","Number","596"
"Population","2022","General health - Good","Female","Kerry","10 - 14 years","Number","719"
"Population","2022","General health - Good","Female","Kerry","15 - 19 years","Number","970"
"Population","2022","General health - Good","Female","Kerry","20 - 24 years","Number","1023"
"Population","2022","General health - Good","Female","Kerry","25 - 29 years","Number","1062"
"Population","2022","General health - Good","Female","Kerry","30 - 34 years","Number","1365"
"Population","2022","General health - Good","Female","Kerry","35 - 39 years","Number","1924"
"Population","2022","General health - Good","Female","Kerry","40 - 44 years","Number","2176"
"Population","2022","General health - Good","Female","Kerry","45 - 49 years","Number","2013"
"Population","2022","General health - Good","Female","Kerry","50 - 54 years","Number","2026"
"Population","2022","General health - Good","Female","Kerry","55 - 59 years","Number","2043"
"Population","2022","General health - Good","Female","Kerry","60 - 64 years","Number","2013"
"Population","2022","General health - Good","Female","Kerry","65 - 69 years","Number","2035"
"Population","2022","General health - Good","Female","Kerry","70 - 74 years","Number","1826"
"Population","2022","General health - Good","Female","Kerry","75 - 79 years","Number","1412"
"Population","2022","General health - Good","Female","Kerry","80 - 84 years","Number","831"
"Population","2022","General health - Good","Female","Kerry","85 years and over","Number","697"
"Population","2022","General health - Good","Female","Longford","All ages","Number","6843"
"Population","2022","General health - Good","Female","Longford","0 - 4 years","Number","138"
"Population","2022","General health - Good","Female","Longford","5 - 9 years","Number","199"
"Population","2022","General health - Good","Female","Longford","10 - 14 years","Number","249"
"Population","2022","General health - Good","Female","Longford","15 - 19 years","Number","297"
"Population","2022","General health - Good","Female","Longford","20 - 24 years","Number","268"
"Population","2022","General health - Good","Female","Longford","25 - 29 years","Number","309"
"Population","2022","General health - Good","Female","Longford","30 - 34 years","Number","453"
"Population","2022","General health - Good","Female","Longford","35 - 39 years","Number","600"
"Population","2022","General health - Good","Female","Longford","40 - 44 years","Number","678"
"Population","2022","General health - Good","Female","Longford","45 - 49 years","Number","590"
"Population","2022","General health - Good","Female","Longford","50 - 54 years","Number","543"
"Population","2022","General health - Good","Female","Longford","55 - 59 years","Number","490"
"Population","2022","General health - Good","Female","Longford","60 - 64 years","Number","454"
"Population","2022","General health - Good","Female","Longford","65 - 69 years","Number","473"
"Population","2022","General health - Good","Female","Longford","70 - 74 years","Number","404"
"Population","2022","General health - Good","Female","Longford","75 - 79 years","Number","333"
"Population","2022","General health - Good","Female","Longford","80 - 84 years","Number","181"
"Population","2022","General health - Good","Female","Longford","85 years and over","Number","184"
"Population","2022","General health - Good","Female","Louth","All ages","Number","21388"
"Population","2022","General health - Good","Female","Louth","0 - 4 years","Number","458"
"Population","2022","General health - Good","Female","Louth","5 - 9 years","Number","558"
"Population","2022","General health - Good","Female","Louth","10 - 14 years","Number","693"
"Population","2022","General health - Good","Female","Louth","15 - 19 years","Number","888"
"Population","2022","General health - Good","Female","Louth","20 - 24 years","Number","1020"
"Population","2022","General health - Good","Female","Louth","25 - 29 years","Number","1107"
"Population","2022","General health - Good","Female","Louth","30 - 34 years","Number","1473"
"Population","2022","General health - Good","Female","Louth","35 - 39 years","Number","1888"
"Population","2022","General health - Good","Female","Louth","40 - 44 years","Number","2052"
"Population","2022","General health - Good","Female","Louth","45 - 49 years","Number","1936"
"Population","2022","General health - Good","Female","Louth","50 - 54 years","Number","1910"
"Population","2022","General health - Good","Female","Louth","55 - 59 years","Number","1564"
"Population","2022","General health - Good","Female","Louth","60 - 64 years","Number","1440"
"Population","2022","General health - Good","Female","Louth","65 - 69 years","Number","1295"
"Population","2022","General health - Good","Female","Louth","70 - 74 years","Number","1198"
"Population","2022","General health - Good","Female","Louth","75 - 79 years","Number","983"
"Population","2022","General health - Good","Female","Louth","80 - 84 years","Number","532"
"Population","2022","General health - Good","Female","Louth","85 years and over","Number","393"
"Population","2022","General health - Good","Female","Limerick City and County","All ages","Number","31936"
"Population","2022","General health - Good","Female","Limerick City and County","0 - 4 years","Number","674"
"Population","2022","General health - Good","Female","Limerick City and County","5 - 9 years","Number","754"
"Population","2022","General health - Good","Female","Limerick City and County","10 - 14 years","Number","940"
"Population","2022","General health - Good","Female","Limerick City and County","15 - 19 years","Number","1296"
"Population","2022","General health - Good","Female","Limerick City and County","20 - 24 years","Number","1798"
"Population","2022","General health - Good","Female","Limerick City and County","25 - 29 years","Number","1791"
"Population","2022","General health - Good","Female","Limerick City and County","30 - 34 years","Number","2038"
"Population","2022","General health - Good","Female","Limerick City and County","35 - 39 years","Number","2599"
"Population","2022","General health - Good","Female","Limerick City and County","40 - 44 years","Number","2756"
"Population","2022","General health - Good","Female","Limerick City and County","45 - 49 years","Number","2501"
"Population","2022","General health - Good","Female","Limerick City and County","50 - 54 years","Number","2438"
"Population","2022","General health - Good","Female","Limerick City and County","55 - 59 years","Number","2360"
"Population","2022","General health - Good","Female","Limerick City and County","60 - 64 years","Number","2289"
"Population","2022","General health - Good","Female","Limerick City and County","65 - 69 years","Number","2277"
"Population","2022","General health - Good","Female","Limerick City and County","70 - 74 years","Number","2072"
"Population","2022","General health - Good","Female","Limerick City and County","75 - 79 years","Number","1618"
"Population","2022","General health - Good","Female","Limerick City and County","80 - 84 years","Number","970"
"Population","2022","General health - Good","Female","Limerick City and County","85 years and over","Number","765"
"Population","2022","General health - Good","Female","Leitrim","All ages","Number","5497"
"Population","2022","General health - Good","Female","Leitrim","0 - 4 years","Number","105"
"Population","2022","General health - Good","Female","Leitrim","5 - 9 years","Number","137"
"Population","2022","General health - Good","Female","Leitrim","10 - 14 years","Number","155"
"Population","2022","General health - Good","Female","Leitrim","15 - 19 years","Number","196"
"Population","2022","General health - Good","Female","Leitrim","20 - 24 years","Number","193"
"Population","2022","General health - Good","Female","Leitrim","25 - 29 years","Number","220"
"Population","2022","General health - Good","Female","Leitrim","30 - 34 years","Number","323"
"Population","2022","General health - Good","Female","Leitrim","35 - 39 years","Number","397"
"Population","2022","General health - Good","Female","Leitrim","40 - 44 years","Number","486"
"Population","2022","General health - Good","Female","Leitrim","45 - 49 years","Number","448"
"Population","2022","General health - Good","Female","Leitrim","50 - 54 years","Number","472"
"Population","2022","General health - Good","Female","Leitrim","55 - 59 years","Number","451"
"Population","2022","General health - Good","Female","Leitrim","60 - 64 years","Number","411"
"Population","2022","General health - Good","Female","Leitrim","65 - 69 years","Number","506"
"Population","2022","General health - Good","Female","Leitrim","70 - 74 years","Number","366"
"Population","2022","General health - Good","Female","Leitrim","75 - 79 years","Number","285"
"Population","2022","General health - Good","Female","Leitrim","80 - 84 years","Number","186"
"Population","2022","General health - Good","Female","Leitrim","85 years and over","Number","160"
"Population","2022","General health - Good","Female","Laois","All ages","Number","13983"
"Population","2022","General health - Good","Female","Laois","0 - 4 years","Number","329"
"Population","2022","General health - Good","Female","Laois","5 - 9 years","Number","398"
"Population","2022","General health - Good","Female","Laois","10 - 14 years","Number","558"
"Population","2022","General health - Good","Female","Laois","15 - 19 years","Number","632"
"Population","2022","General health - Good","Female","Laois","20 - 24 years","Number","589"
"Population","2022","General health - Good","Female","Laois","25 - 29 years","Number","658"
"Population","2022","General health - Good","Female","Laois","30 - 34 years","Number","926"
"Population","2022","General health - Good","Female","Laois","35 - 39 years","Number","1377"
"Population","2022","General health - Good","Female","Laois","40 - 44 years","Number","1392"
"Population","2022","General health - Good","Female","Laois","45 - 49 years","Number","1293"
"Population","2022","General health - Good","Female","Laois","50 - 54 years","Number","1153"
"Population","2022","General health - Good","Female","Laois","55 - 59 years","Number","1018"
"Population","2022","General health - Good","Female","Laois","60 - 64 years","Number","928"
"Population","2022","General health - Good","Female","Laois","65 - 69 years","Number","893"
"Population","2022","General health - Good","Female","Laois","70 - 74 years","Number","703"
"Population","2022","General health - Good","Female","Laois","75 - 79 years","Number","579"
"Population","2022","General health - Good","Female","Laois","80 - 84 years","Number","303"
"Population","2022","General health - Good","Female","Laois","85 years and over","Number","254"
"Population","2022","General health - Good","Female","Meath","All ages","Number","32861"
"Population","2022","General health - Good","Female","Meath","0 - 4 years","Number","729"
"Population","2022","General health - Good","Female","Meath","5 - 9 years","Number","859"
"Population","2022","General health - Good","Female","Meath","10 - 14 years","Number","1134"
"Population","2022","General health - Good","Female","Meath","15 - 19 years","Number","1376"
"Population","2022","General health - Good","Female","Meath","20 - 24 years","Number","1369"
"Population","2022","General health - Good","Female","Meath","25 - 29 years","Number","1519"
"Population","2022","General health - Good","Female","Meath","30 - 34 years","Number","2289"
"Population","2022","General health - Good","Female","Meath","35 - 39 years","Number","3165"
"Population","2022","General health - Good","Female","Meath","40 - 44 years","Number","3495"
"Population","2022","General health - Good","Female","Meath","45 - 49 years","Number","3255"
"Population","2022","General health - Good","Female","Meath","50 - 54 years","Number","2955"
"Population","2022","General health - Good","Female","Meath","55 - 59 years","Number","2417"
"Population","2022","General health - Good","Female","Meath","60 - 64 years","Number","2105"
"Population","2022","General health - Good","Female","Meath","65 - 69 years","Number","1976"
"Population","2022","General health - Good","Female","Meath","70 - 74 years","Number","1666"
"Population","2022","General health - Good","Female","Meath","75 - 79 years","Number","1275"
"Population","2022","General health - Good","Female","Meath","80 - 84 years","Number","717"
"Population","2022","General health - Good","Female","Meath","85 years and over","Number","560"
"Population","2022","General health - Good","Female","Monaghan","All ages","Number","9814"
"Population","2022","General health - Good","Female","Monaghan","0 - 4 years","Number","226"
"Population","2022","General health - Good","Female","Monaghan","5 - 9 years","Number","272"
"Population","2022","General health - Good","Female","Monaghan","10 - 14 years","Number","358"
"Population","2022","General health - Good","Female","Monaghan","15 - 19 years","Number","402"
"Population","2022","General health - Good","Female","Monaghan","20 - 24 years","Number","394"
"Population","2022","General health - Good","Female","Monaghan","25 - 29 years","Number","417"
"Population","2022","General health - Good","Female","Monaghan","30 - 34 years","Number","601"
"Population","2022","General health - Good","Female","Monaghan","35 - 39 years","Number","820"
"Population","2022","General health - Good","Female","Monaghan","40 - 44 years","Number","915"
"Population","2022","General health - Good","Female","Monaghan","45 - 49 years","Number","811"
"Population","2022","General health - Good","Female","Monaghan","50 - 54 years","Number","752"
"Population","2022","General health - Good","Female","Monaghan","55 - 59 years","Number","798"
"Population","2022","General health - Good","Female","Monaghan","60 - 64 years","Number","765"
"Population","2022","General health - Good","Female","Monaghan","65 - 69 years","Number","685"
"Population","2022","General health - Good","Female","Monaghan","70 - 74 years","Number","646"
"Population","2022","General health - Good","Female","Monaghan","75 - 79 years","Number","459"
"Population","2022","General health - Good","Female","Monaghan","80 - 84 years","Number","247"
"Population","2022","General health - Good","Female","Monaghan","85 years and over","Number","246"
"Population","2022","General health - Good","Female","Mayo","All ages","Number","22384"
"Population","2022","General health - Good","Female","Mayo","0 - 4 years","Number","358"
"Population","2022","General health - Good","Female","Mayo","5 - 9 years","Number","486"
"Population","2022","General health - Good","Female","Mayo","10 - 14 years","Number","591"
"Population","2022","General health - Good","Female","Mayo","15 - 19 years","Number","822"
"Population","2022","General health - Good","Female","Mayo","20 - 24 years","Number","782"
"Population","2022","General health - Good","Female","Mayo","25 - 29 years","Number","849"
"Population","2022","General health - Good","Female","Mayo","30 - 34 years","Number","1214"
"Population","2022","General health - Good","Female","Mayo","35 - 39 years","Number","1597"
"Population","2022","General health - Good","Female","Mayo","40 - 44 years","Number","1832"
"Population","2022","General health - Good","Female","Mayo","45 - 49 years","Number","1758"
"Population","2022","General health - Good","Female","Mayo","50 - 54 years","Number","1831"
"Population","2022","General health - Good","Female","Mayo","55 - 59 years","Number","1925"
"Population","2022","General health - Good","Female","Mayo","60 - 64 years","Number","2027"
"Population","2022","General health - Good","Female","Mayo","65 - 69 years","Number","1966"
"Population","2022","General health - Good","Female","Mayo","70 - 74 years","Number","1729"
"Population","2022","General health - Good","Female","Mayo","75 - 79 years","Number","1236"
"Population","2022","General health - Good","Female","Mayo","80 - 84 years","Number","767"
"Population","2022","General health - Good","Female","Mayo","85 years and over","Number","614"
"Population","2022","General health - Good","Female","Offaly","All ages","Number","13060"
"Population","2022","General health - Good","Female","Offaly","0 - 4 years","Number","274"
"Population","2022","General health - Good","Female","Offaly","5 - 9 years","Number","328"
"Population","2022","General health - Good","Female","Offaly","10 - 14 years","Number","423"
"Population","2022","General health - Good","Female","Offaly","15 - 19 years","Number","556"
"Population","2022","General health - Good","Female","Offaly","20 - 24 years","Number","554"
"Population","2022","General health - Good","Female","Offaly","25 - 29 years","Number","635"
"Population","2022","General health - Good","Female","Offaly","30 - 34 years","Number","811"
"Population","2022","General health - Good","Female","Offaly","35 - 39 years","Number","1114"
"Population","2022","General health - Good","Female","Offaly","40 - 44 years","Number","1236"
"Population","2022","General health - Good","Female","Offaly","45 - 49 years","Number","1108"
"Population","2022","General health - Good","Female","Offaly","50 - 54 years","Number","1073"
"Population","2022","General health - Good","Female","Offaly","55 - 59 years","Number","986"
"Population","2022","General health - Good","Female","Offaly","60 - 64 years","Number","982"
"Population","2022","General health - Good","Female","Offaly","65 - 69 years","Number","906"
"Population","2022","General health - Good","Female","Offaly","70 - 74 years","Number","819"
"Population","2022","General health - Good","Female","Offaly","75 - 79 years","Number","598"
"Population","2022","General health - Good","Female","Offaly","80 - 84 years","Number","385"
"Population","2022","General health - Good","Female","Offaly","85 years and over","Number","272"
"Population","2022","General health - Good","Female","Roscommon","All ages","Number","10912"
"Population","2022","General health - Good","Female","Roscommon","0 - 4 years","Number","204"
"Population","2022","General health - Good","Female","Roscommon","5 - 9 years","Number","274"
"Population","2022","General health - Good","Female","Roscommon","10 - 14 years","Number","324"
"Population","2022","General health - Good","Female","Roscommon","15 - 19 years","Number","390"
"Population","2022","General health - Good","Female","Roscommon","20 - 24 years","Number","371"
"Population","2022","General health - Good","Female","Roscommon","25 - 29 years","Number","410"
"Population","2022","General health - Good","Female","Roscommon","30 - 34 years","Number","607"
"Population","2022","General health - Good","Female","Roscommon","35 - 39 years","Number","852"
"Population","2022","General health - Good","Female","Roscommon","40 - 44 years","Number","919"
"Population","2022","General health - Good","Female","Roscommon","45 - 49 years","Number","897"
"Population","2022","General health - Good","Female","Roscommon","50 - 54 years","Number","866"
"Population","2022","General health - Good","Female","Roscommon","55 - 59 years","Number","845"
"Population","2022","General health - Good","Female","Roscommon","60 - 64 years","Number","941"
"Population","2022","General health - Good","Female","Roscommon","65 - 69 years","Number","899"
"Population","2022","General health - Good","Female","Roscommon","70 - 74 years","Number","778"
"Population","2022","General health - Good","Female","Roscommon","75 - 79 years","Number","614"
"Population","2022","General health - Good","Female","Roscommon","80 - 84 years","Number","365"
"Population","2022","General health - Good","Female","Roscommon","85 years and over","Number","356"
"Population","2022","General health - Good","Female","South Dublin","All ages","Number","45954"
"Population","2022","General health - Good","Female","South Dublin","0 - 4 years","Number","987"
"Population","2022","General health - Good","Female","South Dublin","5 - 9 years","Number","1189"
"Population","2022","General health - Good","Female","South Dublin","10 - 14 years","Number","1528"
"Population","2022","General health - Good","Female","South Dublin","15 - 19 years","Number","1933"
"Population","2022","General health - Good","Female","South Dublin","20 - 24 years","Number","2260"
"Population","2022","General health - Good","Female","South Dublin","25 - 29 years","Number","2605"
"Population","2022","General health - Good","Female","South Dublin","30 - 34 years","Number","3559"
"Population","2022","General health - Good","Female","South Dublin","35 - 39 years","Number","4532"
"Population","2022","General health - Good","Female","South Dublin","40 - 44 years","Number","4742"
"Population","2022","General health - Good","Female","South Dublin","45 - 49 years","Number","4021"
"Population","2022","General health - Good","Female","South Dublin","50 - 54 years","Number","3440"
"Population","2022","General health - Good","Female","South Dublin","55 - 59 years","Number","3133"
"Population","2022","General health - Good","Female","South Dublin","60 - 64 years","Number","3008"
"Population","2022","General health - Good","Female","South Dublin","65 - 69 years","Number","2894"
"Population","2022","General health - Good","Female","South Dublin","70 - 74 years","Number","2569"
"Population","2022","General health - Good","Female","South Dublin","75 - 79 years","Number","1760"
"Population","2022","General health - Good","Female","South Dublin","80 - 84 years","Number","1071"
"Population","2022","General health - Good","Female","South Dublin","85 years and over","Number","723"
"Population","2022","General health - Good","Female","Sligo","All ages","Number","10824"
"Population","2022","General health - Good","Female","Sligo","0 - 4 years","Number","188"
"Population","2022","General health - Good","Female","Sligo","5 - 9 years","Number","210"
"Population","2022","General health - Good","Female","Sligo","10 - 14 years","Number","274"
"Population","2022","General health - Good","Female","Sligo","15 - 19 years","Number","419"
"Population","2022","General health - Good","Female","Sligo","20 - 24 years","Number","513"
"Population","2022","General health - Good","Female","Sligo","25 - 29 years","Number","487"
"Population","2022","General health - Good","Female","Sligo","30 - 34 years","Number","558"
"Population","2022","General health - Good","Female","Sligo","35 - 39 years","Number","844"
"Population","2022","General health - Good","Female","Sligo","40 - 44 years","Number","829"
"Population","2022","General health - Good","Female","Sligo","45 - 49 years","Number","901"
"Population","2022","General health - Good","Female","Sligo","50 - 54 years","Number","829"
"Population","2022","General health - Good","Female","Sligo","55 - 59 years","Number","891"
"Population","2022","General health - Good","Female","Sligo","60 - 64 years","Number","934"
"Population","2022","General health - Good","Female","Sligo","65 - 69 years","Number","931"
"Population","2022","General health - Good","Female","Sligo","70 - 74 years","Number","781"
"Population","2022","General health - Good","Female","Sligo","75 - 79 years","Number","603"
"Population","2022","General health - Good","Female","Sligo","80 - 84 years","Number","348"
"Population","2022","General health - Good","Female","Sligo","85 years and over","Number","284"
"Population","2022","General health - Good","Female","Tipperary","All ages","Number","26310"
"Population","2022","General health - Good","Female","Tipperary","0 - 4 years","Number","506"
"Population","2022","General health - Good","Female","Tipperary","5 - 9 years","Number","643"
"Population","2022","General health - Good","Female","Tipperary","10 - 14 years","Number","770"
"Population","2022","General health - Good","Female","Tipperary","15 - 19 years","Number","1009"
"Population","2022","General health - Good","Female","Tipperary","20 - 24 years","Number","964"
"Population","2022","General health - Good","Female","Tipperary","25 - 29 years","Number","1161"
"Population","2022","General health - Good","Female","Tipperary","30 - 34 years","Number","1494"
"Population","2022","General health - Good","Female","Tipperary","35 - 39 years","Number","1995"
"Population","2022","General health - Good","Female","Tipperary","40 - 44 years","Number","2285"
"Population","2022","General health - Good","Female","Tipperary","45 - 49 years","Number","2265"
"Population","2022","General health - Good","Female","Tipperary","50 - 54 years","Number","2213"
"Population","2022","General health - Good","Female","Tipperary","55 - 59 years","Number","2099"
"Population","2022","General health - Good","Female","Tipperary","60 - 64 years","Number","2139"
"Population","2022","General health - Good","Female","Tipperary","65 - 69 years","Number","1996"
"Population","2022","General health - Good","Female","Tipperary","70 - 74 years","Number","1831"
"Population","2022","General health - Good","Female","Tipperary","75 - 79 years","Number","1402"
"Population","2022","General health - Good","Female","Tipperary","80 - 84 years","Number","816"
"Population","2022","General health - Good","Female","Tipperary","85 years and over","Number","722"
"Population","2022","General health - Good","Female","Waterford City and County","All ages","Number","19495"
"Population","2022","General health - Good","Female","Waterford City and County","0 - 4 years","Number","367"
"Population","2022","General health - Good","Female","Waterford City and County","5 - 9 years","Number","414"
"Population","2022","General health - Good","Female","Waterford City and County","10 - 14 years","Number","601"
"Population","2022","General health - Good","Female","Waterford City and County","15 - 19 years","Number","766"
"Population","2022","General health - Good","Female","Waterford City and County","20 - 24 years","Number","966"
"Population","2022","General health - Good","Female","Waterford City and County","25 - 29 years","Number","966"
"Population","2022","General health - Good","Female","Waterford City and County","30 - 34 years","Number","1204"
"Population","2022","General health - Good","Female","Waterford City and County","35 - 39 years","Number","1497"
"Population","2022","General health - Good","Female","Waterford City and County","40 - 44 years","Number","1785"
"Population","2022","General health - Good","Female","Waterford City and County","45 - 49 years","Number","1603"
"Population","2022","General health - Good","Female","Waterford City and County","50 - 54 years","Number","1565"
"Population","2022","General health - Good","Female","Waterford City and County","55 - 59 years","Number","1562"
"Population","2022","General health - Good","Female","Waterford City and County","60 - 64 years","Number","1455"
"Population","2022","General health - Good","Female","Waterford City and County","65 - 69 years","Number","1415"
"Population","2022","General health - Good","Female","Waterford City and County","70 - 74 years","Number","1241"
"Population","2022","General health - Good","Female","Waterford City and County","75 - 79 years","Number","988"
"Population","2022","General health - Good","Female","Waterford City and County","80 - 84 years","Number","589"
"Population","2022","General health - Good","Female","Waterford City and County","85 years and over","Number","511"
"Population","2022","General health - Good","Female","Westmeath","All ages","Number","14744"
"Population","2022","General health - Good","Female","Westmeath","0 - 4 years","Number","314"
"Population","2022","General health - Good","Female","Westmeath","5 - 9 years","Number","373"
"Population","2022","General health - Good","Female","Westmeath","10 - 14 years","Number","466"
"Population","2022","General health - Good","Female","Westmeath","15 - 19 years","Number","636"
"Population","2022","General health - Good","Female","Westmeath","20 - 24 years","Number","648"
"Population","2022","General health - Good","Female","Westmeath","25 - 29 years","Number","724"
"Population","2022","General health - Good","Female","Westmeath","30 - 34 years","Number","946"
"Population","2022","General health - Good","Female","Westmeath","35 - 39 years","Number","1295"
"Population","2022","General health - Good","Female","Westmeath","40 - 44 years","Number","1376"
"Population","2022","General health - Good","Female","Westmeath","45 - 49 years","Number","1309"
"Population","2022","General health - Good","Female","Westmeath","50 - 54 years","Number","1219"
"Population","2022","General health - Good","Female","Westmeath","55 - 59 years","Number","1195"
"Population","2022","General health - Good","Female","Westmeath","60 - 64 years","Number","1057"
"Population","2022","General health - Good","Female","Westmeath","65 - 69 years","Number","1000"
"Population","2022","General health - Good","Female","Westmeath","70 - 74 years","Number","836"
"Population","2022","General health - Good","Female","Westmeath","75 - 79 years","Number","662"
"Population","2022","General health - Good","Female","Westmeath","80 - 84 years","Number","378"
"Population","2022","General health - Good","Female","Westmeath","85 years and over","Number","310"
"Population","2022","General health - Good","Female","Wicklow","All ages","Number","23302"
"Population","2022","General health - Good","Female","Wicklow","0 - 4 years","Number","407"
"Population","2022","General health - Good","Female","Wicklow","5 - 9 years","Number","528"
"Population","2022","General health - Good","Female","Wicklow","10 - 14 years","Number","665"
"Population","2022","General health - Good","Female","Wicklow","15 - 19 years","Number","933"
"Population","2022","General health - Good","Female","Wicklow","20 - 24 years","Number","944"
"Population","2022","General health - Good","Female","Wicklow","25 - 29 years","Number","1046"
"Population","2022","General health - Good","Female","Wicklow","30 - 34 years","Number","1447"
"Population","2022","General health - Good","Female","Wicklow","35 - 39 years","Number","2029"
"Population","2022","General health - Good","Female","Wicklow","40 - 44 years","Number","2243"
"Population","2022","General health - Good","Female","Wicklow","45 - 49 years","Number","2049"
"Population","2022","General health - Good","Female","Wicklow","50 - 54 years","Number","2040"
"Population","2022","General health - Good","Female","Wicklow","55 - 59 years","Number","1960"
"Population","2022","General health - Good","Female","Wicklow","60 - 64 years","Number","1751"
"Population","2022","General health - Good","Female","Wicklow","65 - 69 years","Number","1589"
"Population","2022","General health - Good","Female","Wicklow","70 - 74 years","Number","1409"
"Population","2022","General health - Good","Female","Wicklow","75 - 79 years","Number","1129"
"Population","2022","General health - Good","Female","Wicklow","80 - 84 years","Number","625"
"Population","2022","General health - Good","Female","Wicklow","85 years and over","Number","508"
"Population","2022","General health - Good","Female","Wexford","All ages","Number","25408"
"Population","2022","General health - Good","Female","Wexford","0 - 4 years","Number","442"
"Population","2022","General health - Good","Female","Wexford","5 - 9 years","Number","599"
"Population","2022","General health - Good","Female","Wexford","10 - 14 years","Number","805"
"Population","2022","General health - Good","Female","Wexford","15 - 19 years","Number","1050"
"Population","2022","General health - Good","Female","Wexford","20 - 24 years","Number","1041"
"Population","2022","General health - Good","Female","Wexford","25 - 29 years","Number","1165"
"Population","2022","General health - Good","Female","Wexford","30 - 34 years","Number","1568"
"Population","2022","General health - Good","Female","Wexford","35 - 39 years","Number","2093"
"Population","2022","General health - Good","Female","Wexford","40 - 44 years","Number","2294"
"Population","2022","General health - Good","Female","Wexford","45 - 49 years","Number","2126"
"Population","2022","General health - Good","Female","Wexford","50 - 54 years","Number","2176"
"Population","2022","General health - Good","Female","Wexford","55 - 59 years","Number","2115"
"Population","2022","General health - Good","Female","Wexford","60 - 64 years","Number","1936"
"Population","2022","General health - Good","Female","Wexford","65 - 69 years","Number","1854"
"Population","2022","General health - Good","Female","Wexford","70 - 74 years","Number","1617"
"Population","2022","General health - Good","Female","Wexford","75 - 79 years","Number","1227"
"Population","2022","General health - Good","Female","Wexford","80 - 84 years","Number","726"
"Population","2022","General health - Good","Female","Wexford","85 years and over","Number","574"
"Population","2022","General health - Fair","Both sexes","State","All ages","Number","444895"
"Population","2022","General health - Fair","Both sexes","State","0 - 4 years","Number","2584"
"Population","2022","General health - Fair","Both sexes","State","5 - 9 years","Number","3887"
"Population","2022","General health - Fair","Both sexes","State","10 - 14 years","Number","5210"
"Population","2022","General health - Fair","Both sexes","State","15 - 19 years","Number","8810"
"Population","2022","General health - Fair","Both sexes","State","20 - 24 years","Number","12671"
"Population","2022","General health - Fair","Both sexes","State","25 - 29 years","Number","13419"
"Population","2022","General health - Fair","Both sexes","State","30 - 34 years","Number","16776"
"Population","2022","General health - Fair","Both sexes","State","35 - 39 years","Number","23085"
"Population","2022","General health - Fair","Both sexes","State","40 - 44 years","Number","29616"
"Population","2022","General health - Fair","Both sexes","State","45 - 49 years","Number","33044"
"Population","2022","General health - Fair","Both sexes","State","50 - 54 years","Number","36478"
"Population","2022","General health - Fair","Both sexes","State","55 - 59 years","Number","39056"
"Population","2022","General health - Fair","Both sexes","State","60 - 64 years","Number","41782"
"Population","2022","General health - Fair","Both sexes","State","65 - 69 years","Number","41434"
"Population","2022","General health - Fair","Both sexes","State","70 - 74 years","Number","40721"
"Population","2022","General health - Fair","Both sexes","State","75 - 79 years","Number","37583"
"Population","2022","General health - Fair","Both sexes","State","80 - 84 years","Number","28144"
"Population","2022","General health - Fair","Both sexes","State","85 years and over","Number","30595"
"Population","2022","General health - Fair","Both sexes","Cork City and Cork County","All ages","Number","47929"
"Population","2022","General health - Fair","Both sexes","Cork City and Cork County","0 - 4 years","Number","282"
"Population","2022","General health - Fair","Both sexes","Cork City and Cork County","5 - 9 years","Number","441"
"Population","2022","General health - Fair","Both sexes","Cork City and Cork County","10 - 14 years","Number","582"
"Population","2022","General health - Fair","Both sexes","Cork City and Cork County","15 - 19 years","Number","1011"
"Population","2022","General health - Fair","Both sexes","Cork City and Cork County","20 - 24 years","Number","1490"
"Population","2022","General health - Fair","Both sexes","Cork City and Cork County","25 - 29 years","Number","1553"
"Population","2022","General health - Fair","Both sexes","Cork City and Cork County","30 - 34 years","Number","1896"
"Population","2022","General health - Fair","Both sexes","Cork City and Cork County","35 - 39 years","Number","2585"
"Population","2022","General health - Fair","Both sexes","Cork City and Cork County","40 - 44 years","Number","3206"
"Population","2022","General health - Fair","Both sexes","Cork City and Cork County","45 - 49 years","Number","3529"
"Population","2022","General health - Fair","Both sexes","Cork City and Cork County","50 - 54 years","Number","3864"
"Population","2022","General health - Fair","Both sexes","Cork City and Cork County","55 - 59 years","Number","4206"
